State,Name,Year,Crimes,Gini,HSPercent
california,turlock,2009,0.2868,0.439,0.582
california,turlock,2008,0.2841,0.415,0.581
california,turlock,2007,0.1465,0.417,0.62
california,union city,2016,0.1324,0.377,0.753
california,union city,2014,0.4095,0.389,0.71
california,union city,2013,0.6898,0.432,0.681
california,union city,2012,0.1407,0.426,0.631
california,union city,2011,0.4265,0.395,0.67
california,union city,2010,0.2726,0.375,0.605
california,union city,2008,1.0033,0.399,0.57
california,union city,2007,0.5731,0.39,0.654
california,ventura,2016,0.2722,0.426,0.72
california,ventura,2015,0.3634,0.434,0.66
california,ventura,2014,0.0915,0.443,0.721
california,ventura,2013,0.0924,0.437,0.734
california,ventura,2012,0.2765,0.403,0.698
california,ventura,2011,0.1857,0.426,0.707
california,ventura,2010,0.5733,0.432,0.682
california,ventura,2009,0.2899,0.402,0.675
california,ventura,2008,0.287,0.418,0.71
california,ventura,2007,0.4764,0.429,0.644
california,visalia,2015,0.2301,0.43,0.576
california,visalia,2014,0.1557,0.464,0.583
california,visalia,2013,0.1565,0.47,0.576
california,visalia,2012,0.1567,0.437,0.589
california,visalia,2011,0.0794,0.411,0.577
california,visalia,2010,0.3999,0.44,0.551
california,visalia,2009,0.2462,0.411,0.556
california,visalia,2008,0.1713,0.45,0.585
california,visalia,2007,0.456,0.451,0.591
california,vista,2015,0.3027,0.389,0.584
california,vista,2014,0.3072,0.439,0.613
california,vista,2013,0.2068,0.49,0.645
california,vista,2012,0.4163,0.431,0.573
california,vista,2011,0.632,0.455,0.566
california,vista,2010,0.3234,0.394,0.558
california,vista,2009,0.33,0.395,0.593
california,vista,2008,0.3339,0.401,0.582
california,vista,2007,0.1096,0.383,0.595
california,west covina,2016,0.0918,0.386,0.644
california,west covina,2015,0.1834,0.379,0.679
california,west covina,2014,0.185,0.408,0.648
california,west covina,2013,0.5562,0.396,0.655
california,west covina,2012,0.5563,0.409,0.636
california,west covina,2011,0.3726,0.392,0.619
california,west covina,2010,0.1898,0.402,0.61
california,west covina,2009,0.1878,0.386,0.616
california,west covina,2008,0.4625,0.402,0.566
california,west covina,2007,0.3664,0.356,0.578
california,westminster,2016,0.432,0.464,0.625
california,westminster,2015,0.2159,0.48,0.642
california,westminster,2013,0.5442,0.467,0.592
california,westminster,2011,0.7713,0.454,0.593
california,westminster,2010,0.7812,0.43,0.565
california,westminster,2009,0.2254,0.396,0.565
california,westminster,2007,0.3321,0.395,0.583
colorado,aurora,2016,0.4912,0.392,0.643
colorado,aurora,2015,0.1666,0.423,0.644
colorado,aurora,2014,0.114,0.406,0.639
colorado,aurora,2013,0.1747,0.415,0.634
colorado,aurora,2012,0.089,0.413,0.625
colorado,aurora,2011,0.1209,0.415,0.617
colorado,aurora,2010,0.1546,0.417,0.609
colorado,aurora,2009,0.1265,0.444,0.602
colorado,aurora,2008,0.1625,0.414,0.611
colorado,aurora,2007,0.1981,0.408,0.609
colorado,centennial,2016,0.1794,0.393,0.746
colorado,centennial,2015,0.0919,0.407,0.753
colorado,centennial,2014,0.2791,0.387,0.743
colorado,centennial,2013,0.5727,0.39,0.737
colorado,centennial,2012,0.2884,0.384,0.718
colorado,centennial,2011,0.6854,0.42,0.74
colorado,centennial,2010,0.3033,0.416,0.728
colorado,centennial,2009,0.4051,0.397,0.746
colorado,centennial,2008,0.4092,0.36,0.778
colorado,centennial,2007,1.6983,0.379,0.73
colorado,colorado springs,2016,0.1293,0.448,0.71
colorado,colorado springs,2015,0.1768,0.442,0.72
colorado,colorado springs,2014,0.1573,0.451,0.704
colorado,colorado springs,2013,0.1605,0.449,0.699
colorado,colorado springs,2012,0.4164,0.445,0.703
colorado,colorado springs,2011,0.236,0.458,0.696
colorado,colorado springs,2010,0.377,0.447,0.723
colorado,colorado springs,2009,0.37,0.435,0.734
colorado,colorado springs,2008,0.1871,0.428,0.719
colorado,colorado springs,2007,0.5042,0.425,0.701
colorado,denver,2016,0.2717,0.501,0.688
colorado,denver,2015,0.2931,0.493,0.679
colorado,denver,2014,0.2405,0.506,0.677
colorado,denver,2013,0.4623,0.509,0.681
colorado,denver,2012,0.7159,0.505,0.676
colorado,denver,2011,0.4094,0.504,0.681
colorado,denver,2010,0.7083,0.515,0.654
colorado,denver,2009,0.6241,0.524,0.662
colorado,denver,2008,0.4186,0.514,0.641
colorado,denver,2007,0.1759,0.502,0.643
colorado,fort collins,2016,0.1215,0.446,0.768
colorado,fort collins,2015,0.2506,0.464,0.797
colorado,fort collins,2014,0.1948,0.475,0.789
colorado,fort collins,2012,0.1344,0.484,0.772
colorado,fort collins,2011,0.4096,0.452,0.766
colorado,fort collins,2010,0.5047,0.458,0.794
colorado,fort collins,2009,0.3682,0.495,0.785
colorado,fort collins,2008,0.611,0.467,0.832
colorado,fort collins,2007,0.3833,0.473,0.795
colorado,lakewood,2014,0.0675,0.447,0.735
colorado,lakewood,2013,0.2734,0.446,0.73
colorado,lakewood,2012,0.1366,0.436,0.708
colorado,lakewood,2011,0.2062,0.419,0.712
colorado,lakewood,2010,0.0716,0.441,0.73
colorado,lakewood,2009,0.3576,0.439,0.733
colorado,lakewood,2008,0.2869,0.41,0.728
colorado,lakewood,2007,0.2791,0.421,0.688
connecticut,bridgeport,2016,0.4049,0.494,0.589
connecticut,bridgeport,2015,0.4045,0.48,0.6
connecticut,bridgeport,2014,0.3382,0.474,0.582
connecticut,bridgeport,2013,0.7479,0.477,0.559
connecticut,bridgeport,2012,0.4109,0.481,0.586
connecticut,bridgeport,2011,0.4152,0.465,0.538
connecticut,bridgeport,2010,0.3602,0.471,0.56
connecticut,bridgeport,2009,0.2934,0.46,0.569
connecticut,bridgeport,2008,0.1453,0.442,0.518
connecticut,bridgeport,2007,0.6485,0.452,0.508
connecticut,new haven,2016,0.6901,0.496,0.663
connecticut,new haven,2015,0.6135,0.509,0.65
connecticut,new haven,2014,0.6112,0.538,0.642
connecticut,new haven,2013,0.7629,0.517,0.658
connecticut,new haven,2012,0.9235,0.514,0.639
connecticut,new haven,2011,0.5384,0.5,0.609
connecticut,new haven,2010,0.3204,0.527,0.671
connecticut,new haven,2009,1.2908,0.488,0.641
connecticut,new haven,2008,0.1612,0.462,0.632
connecticut,norwalk,2016,0.7866,0.504,0.689
connecticut,norwalk,2015,0.1127,0.493,0.716
connecticut,norwalk,2014,0.2267,0.476,0.711
connecticut,norwalk,2013,0.3425,0.469,0.685
connecticut,norwalk,2012,0.2307,0.515,0.72
connecticut,norwalk,2011,0.3498,0.479,0.753
connecticut,norwalk,2010,1.4127,0.473,0.761
connecticut,norwalk,2009,0.3593,0.475,0.701
connecticut,norwalk,2008,0.3557,0.482,0.627
connecticut,norwalk,2007,0.2372,0.496,0.638
delaware,wilmington,2015,0.2775,0.547,0.665
delaware,wilmington,2014,0.2789,0.547,0.648
delaware,wilmington,2012,0.4162,0.528,0.626
delaware,wilmington,2011,0.4191,0.497,0.606
delaware,wilmington,2010,0.1365,0.556,0.583
delaware,wilmington,2009,0.8232,0.5,0.601
delaware,wilmington,2008,0.1373,0.541,0.561
delaware,wilmington,2007,0.4074,0.525,0.593
district of columbia,washington,2016,1.2479,0.542,0.746
district of columbia,washington,2015,0.8033,0.535,0.745
district of columbia,washington,2013,0.8972,0.532,0.744
district of columbia,washington,2012,1.1228,0.534,0.733
district of columbia,washington,2011,1.2783,0.534,0.726
district of columbia,washington,2010,0.9473,0.532,0.732
district of columbia,washington,2009,0.6083,0.54,0.712
district of columbia,washington,2008,0.6289,0.542,0.702
district of columbia,washington,2007,0.877,0.537,0.7
florida,gainesville,2016,0.3048,0.554,0.815
florida,gainesville,2015,0.2318,0.502,0.808
florida,gainesville,2014,0.078,0.535,0.829
florida,gainesville,2013,0.237,0.508,0.83
florida,gainesville,2012,0.3936,0.554,0.801
florida,gainesville,2011,1.0313,0.544,0.828
florida,gainesville,2010,0.9411,0.533,0.857
florida,gainesville,2009,0.7062,0.5,0.824
florida,gainesville,2008,0.5541,0.535,0.865
florida,gainesville,2007,0.5454,0.542,0.789
florida,jacksonville,2013,0.0591,0.469,0.673
florida,jacksonville,2012,0.0476,0.468,0.66
florida,jacksonville,2009,0.0372,0.437,0.653
florida,jacksonville,2008,0.0125,0.438,0.645
florida,jacksonville,2007,0.0377,0.452,0.649
florida,palm bay,2016,0.3676,0.417,0.725
florida,palm bay,2015,0.3757,0.397,0.681
florida,palm bay,2014,0.095,0.406,0.698
florida,palm bay,2013,0.1916,0.408,0.689
florida,palm bay,2012,0.0956,0.427,0.658
florida,palm bay,2011,0.0956,0.4,0.606
florida,palm bay,2010,0.1935,0.404,0.664
florida,palm bay,2009,0.0983,0.397,0.649
florida,palm bay,2008,0.0993,0.399,0.665
florida,palm bay,2007,0.1059,0.384,0.719
georgia,atlanta,2016,0.1058,0.574,0.732
georgia,atlanta,2015,0.0861,0.571,0.737
georgia,atlanta,2014,0.2861,0.576,0.73
georgia,atlanta,2013,0.4656,0.587,0.718
georgia,atlanta,2011,0.047,0.582,0.731
georgia,atlanta,2010,0.0746,0.57,0.553
georgia,atlanta,2009,0.075,0.564,0.697
georgia,atlanta,2008,0.1408,0.574,0.616
georgia,atlanta,2007,0.1441,0.575,0.614
idaho,boise,2016,0.1359,0.506,0.733
idaho,boise,2015,0.2285,0.462,0.714
idaho,boise,2014,0.5549,0.488,0.711
idaho,boise,2013,0.6065,0.484,0.722
idaho,boise,2012,0.8508,0.455,0.735
idaho,boise,2011,0.4328,0.451,0.735
idaho,boise,2010,0.2914,0.465,0.729
idaho,boise,2009,0.5398,0.436,0.734
idaho,boise,2008,0.5023,0.458,0.743
idaho,boise,2007,0.2018,0.421,0.721
idaho,nampa,2016,0.2185,0.371,0.573
idaho,nampa,2015,0.1113,0.387,0.597
idaho,nampa,2014,0.4559,0.368,0.593
idaho,nampa,2013,0.4726,0.377,0.558
idaho,nampa,2012,0.3601,0.373,0.571
idaho,nampa,2011,0.3638,0.417,0.564
idaho,nampa,2010,0.4752,0.431,0.539
idaho,nampa,2009,0.8433,0.351,0.544
idaho,nampa,2008,0.4975,0.368,0.568
idaho,nampa,2007,0.1359,0.352,0.649
illinois,aurora,2016,0.1491,0.454,0.555
illinois,aurora,2015,0.0497,0.446,0.544
illinois,aurora,2014,0.1996,0.429,0.554
illinois,aurora,2013,0.0499,0.432,0.516
illinois,aurora,2012,0.0501,0.419,0.529
illinois,aurora,2011,0.1008,0.468,0.538
illinois,aurora,2010,0.0574,0.413,0.572
illinois,aurora,2009,0.5158,0.424,0.565
illinois,aurora,2008,0.6868,0.414,0.556
illinois,aurora,2007,0.828,0.394,0.612
illinois,bloomington,2015,0.1262,0.502,0.734
illinois,bloomington,2014,0.3776,0.455,0.714
illinois,bloomington,2012,0.1297,0.428,0.725
illinois,bloomington,2009,0.4092,0.422,0.72
illinois,bloomington,2008,0.836,0.448,0.72
illinois,bloomington,2007,0.2852,0.43,0.725
illinois,chicago,2016,0.1798,0.525,0.663
illinois,chicago,2015,0.1356,0.531,0.662
illinois,chicago,2014,0.1835,0.519,0.648
illinois,chicago,2013,0.1654,0.528,0.643
illinois,chicago,2012,0.0517,0.529,0.633
illinois,chicago,2011,0.037,0.519,0.625
illinois,chicago,2010,0.06,0.51,0.587
illinois,chicago,2009,0.1096,0.512,0.618
illinois,chicago,2008,0.131,0.514,0.58
illinois,chicago,2007,0.105,0.51,0.568
illinois,peoria,2016,0.0869,0.514,0.684
illinois,peoria,2014,0.1711,0.488,0.676
illinois,peoria,2013,0.4312,0.494,0.655
illinois,peoria,2012,0.0867,0.503,0.672
illinois,peoria,2010,0.0873,0.499,0.668
illinois,peoria,2009,0.176,0.529,0.746
illinois,peoria,2008,0.5303,0.502,0.647
illinois,peoria,2007,0.6179,0.487,0.643
illinois,rockford,2016,0.3393,0.498,0.615
illinois,rockford,2015,0.135,0.465,0.621
illinois,rockford,2014,0.0669,0.477,0.631
illinois,rockford,2013,0.2663,0.464,0.622
illinois,rockford,2012,0.394,0.484,0.611
illinois,rockford,2011,0.3913,0.514,0.588
illinois,rockford,2010,0.064,0.472,0.558
illinois,rockford,2009,0.3179,0.491,0.607
illinois,rockford,2008,1.0918,0.489,0.575
illinois,rockford,2007,0.7805,0.465,0.573
illinois,springfield,2016,0.1716,0.484,0.716
illinois,springfield,2015,0.1711,0.5,0.698
illinois,springfield,2014,0.1707,0.49,0.694
illinois,springfield,2013,0.4261,0.475,0.703
illinois,springfield,2012,0.683,0.458,0.686
illinois,springfield,2011,0.5146,0.466,0.705
illinois,springfield,2010,0.426,0.473,0.703
illinois,springfield,2009,0.2548,0.462,0.674
illinois,springfield,2008,1.4507,0.489,0.665
illinois,springfield,2007,1.1179,0.461,0.671
indiana,bloomington,2016,1.0617,0.579,0.85
indiana,bloomington,2014,1.2037,0.571,0.841
indiana,bloomington,2013,1.2134,0.575,0.84
indiana,bloomington,2012,1.5924,0.558,0.814
indiana,bloomington,2011,0.6187,0.592,0.837
indiana,bloomington,2010,2.4901,0.587,0.956
indiana,bloomington,2009,4.009,0.549,0.864
indiana,bloomington,2007,1.7273,0.588,0.916
kansas,lawrence,2014,1.4204,0.463,0.812
kansas,lawrence,2013,1.1107,0.48,0.82
kansas,lawrence,2012,1.682,0.489,0.787
kansas,lawrence,2011,0.3401,0.454,0.817
kansas,lawrence,2010,0.2129,0.465,0.755
kansas,lawrence,2009,0.2196,0.486,0.823
kansas,lawrence,2008,0.3332,0.531,0.78
kansas,lawrence,2007,0.6068,0.453,0.864
kansas,wichita,2016,0.1788,0.464,0.643
kansas,wichita,2015,0.3848,0.475,0.65
kansas,wichita,2014,0.3613,0.468,0.64
kansas,wichita,2013,0.3622,0.467,0.637
kansas,wichita,2012,0.647,0.461,0.651
kansas,wichita,2011,0.4678,0.438,0.636
kansas,wichita,2010,0.5307,0.459,0.634
kansas,wichita,2009,0.6619,0.461,0.66
kansas,wichita,2008,0.6978,0.463,0.637
kansas,wichita,2007,0.5876,0.445,0.638
maryland,baltimore,2016,0.0485,0.521,0.667
maryland,baltimore,2015,0.0644,0.519,0.669
maryland,baltimore,2014,0.0321,0.502,0.664
maryland,baltimore,2013,0.0321,0.527,0.649
maryland,baltimore,2012,0.016,0.501,0.63
maryland,baltimore,2011,0.0798,0.496,0.622
maryland,baltimore,2010,0.1719,0.497,0.59
maryland,baltimore,2009,0.0473,0.501,0.623
maryland,baltimore,2008,0.1282,0.496,0.602
maryland,baltimore,2007,0.1098,0.476,0.573
massachusetts,cambridge,2015,1.7124,0.508,0.862
massachusetts,cambridge,2014,1.2015,0.528,0.836
massachusetts,cambridge,2013,1.2118,0.539,0.829
massachusetts,cambridge,2012,0.9347,0.54,0.853
massachusetts,cambridge,2011,1.6068,0.474,0.831
massachusetts,cambridge,2010,0.646,0.514,0.805
massachusetts,cambridge,2009,0.3946,0.546,0.88
massachusetts,cambridge,2008,0.9885,0.519,0.794
massachusetts,cambridge,2007,0.1985,0.515,0.777
massachusetts,springfield,2016,0.6489,0.456,0.604
massachusetts,springfield,2015,0.4543,0.487,0.577
massachusetts,springfield,2014,0.065,0.5,0.55
massachusetts,springfield,2013,0.2604,0.487,0.562
massachusetts,springfield,2012,0.0647,0.488,0.56
massachusetts,springfield,2011,0.0649,0.49,0.546
massachusetts,springfield,2010,0.7128,0.456,0.546
massachusetts,springfield,2009,0.1322,0.453,0.566
massachusetts,springfield,2008,0.1324,0.47,0.579
massachusetts,springfield,2007,0.1965,0.455,0.547
michigan,ann arbor,2016,0.085,0.508,0.882
michigan,ann arbor,2015,0.6738,0.494,0.838
michigan,ann arbor,2014,0.5944,0.494,0.817
michigan,ann arbor,2013,0.2569,0.506,0.832
michigan,ann arbor,2012,0.8695,0.5,0.843
michigan,ann arbor,2011,0.3513,0.521,0.862
michigan,ann arbor,2010,0.358,0.48,0.841
michigan,ann arbor,2009,0.9553,0.513,0.818
michigan,ann arbor,2008,1.4158,0.495,0.856
michigan,ann arbor,2007,0.708,0.505,0.851
michigan,dearborn,2016,1.4792,0.468,0.556
michigan,dearborn,2015,0.6318,0.468,0.593
michigan,dearborn,2014,0.5241,0.458,0.579
michigan,dearborn,2013,1.4582,0.463,0.556
michigan,dearborn,2012,1.6458,0.448,0.565
michigan,dearborn,2011,1.0196,0.491,0.584
michigan,dearborn,2010,0.9684,0.456,0.701
michigan,dearborn,2009,0.3429,0.443,0.565
michigan,dearborn,2008,2.0709,0.438,0.677
michigan,dearborn,2007,3.1964,0.453,0.606
michigan,detroit,2016,0.4778,0.504,0.597
michigan,detroit,2015,0.1188,0.517,0.601
michigan,detroit,2014,0.2337,0.495,0.588
michigan,detroit,2013,0.0429,0.513,0.578
michigan,detroit,2012,0.3111,0.511,0.568
michigan,detroit,2011,0.0981,0.496,0.561
michigan,detroit,2010,0.0445,0.488,0.445
michigan,detroit,2009,0.3754,0.478,0.559
michigan,detroit,2008,0.5575,0.488,0.493
michigan,detroit,2007,0.3957,0.462,0.487
michigan,grand rapids,2016,0.1018,0.455,0.656
michigan,grand rapids,2015,0.1536,0.444,0.662
michigan,grand rapids,2014,0.2068,0.459,0.66
michigan,grand rapids,2013,0.1569,0.461,0.65
michigan,grand rapids,2012,0.3159,0.454,0.635
michigan,grand rapids,2011,0.3193,0.453,0.657
michigan,grand rapids,2010,0.3654,0.421,0.595
michigan,grand rapids,2009,1.4501,0.464,0.62
michigan,grand rapids,2008,0.6238,0.467,0.62
michigan,grand rapids,2007,1.6037,0.435,0.595
michigan,lansing,2016,0.1736,0.433,0.681
michigan,lansing,2015,0.4359,0.45,0.668
michigan,lansing,2014,0.5268,0.428,0.675
michigan,lansing,2013,0.439,0.453,0.669
michigan,lansing,2012,0.436,0.443,0.657
michigan,lansing,2010,0.3563,0.42,0.655
michigan,lansing,2009,0.437,0.416,0.651
michigan,lansing,2008,0.792,0.437,0.615
michigan,lansing,2007,0.9546,0.44,0.647
michigan,livonia,2016,0.4245,0.415,0.752
michigan,livonia,2014,0.2109,0.382,0.762
michigan,livonia,2013,0.105,0.363,0.746
michigan,livonia,2012,1.2496,0.386,0.732
michigan,livonia,2011,0.9291,0.376,0.742
michigan,livonia,2010,0.5719,0.386,0.784
michigan,livonia,2009,0.4332,0.36,0.681
michigan,livonia,2008,0.4155,0.373,0.748
michigan,livonia,2007,0.1023,0.346,0.742
michigan,rochester,2015,2.2959,0.457,4.149
michigan,rochester,2012,0.7811,0.409,4.196
michigan,rochester,2011,0.7873,0.482,4.019
michigan,rochester,2010,0.9106,0.409,4.8
michigan,rochester,2008,1.7606,0.421,4.697
michigan,rochester,2007,1.7887,0.453,4.814
michigan,southfield,2016,0.4085,0.431,0.743
michigan,southfield,2015,0.9547,0.438,0.735
michigan,southfield,2014,0.9547,0.438,0.772
michigan,southfield,2013,0.4123,0.442,0.706
michigan,southfield,2012,1.9376,0.443,0.741
michigan,southfield,2011,0.558,0.449,0.731
michigan,southfield,2010,0.4022,0.438,0.725
michigan,southfield,2009,1.1996,0.403,0.709
michigan,southfield,2007,0.1305,0.415,0.686
michigan,troy,2016,0.8359,0.419,0.756
michigan,troy,2015,0.4782,0.411,0.73
michigan,troy,2014,0.2402,0.403,0.728
michigan,troy,2013,0.3632,0.439,0.715
michigan,troy,2012,0.613,0.435,0.726
michigan,troy,2011,0.6179,0.438,0.717
michigan,troy,2010,0.1253,0.455,0.723
michigan,troy,2009,0.7454,0.417,0.72
michigan,troy,2008,0.3698,0.402,0.717
michigan,troy,2007,0.8646,0.374,0.736
michigan,warren,2016,0.7374,0.428,0.644
michigan,warren,2014,1.0364,0.408,0.651
michigan,warren,2013,0.5963,0.457,0.651
michigan,warren,2012,1.4143,0.403,0.648
michigan,warren,2011,0.4479,0.427,0.669
michigan,warren,2010,0.5292,0.401,0.636
michigan,warren,2009,1.2713,0.408,0.652
michigan,warren,2008,1.1187,0.376,0.647
michigan,warren,2007,1.0372,0.383,0.614
michigan,westland,2015,0.1221,0.466,0.712
michigan,westland,2014,0.1216,0.426,0.71
michigan,westland,2013,0.2423,0.416,0.721
michigan,westland,2012,0.6002,0.408,0.678
michigan,westland,2011,0.119,0.438,0.676
michigan,westland,2010,0.2641,0.429,0.772
michigan,westland,2009,1.1258,0.373,0.654
michigan,westland,2008,0.7118,0.38,0.708
michigan,westland,2007,0.5854,0.371,0.681
minnesota,brooklyn park,2016,1.2531,0.434,0.626
minnesota,brooklyn park,2015,1.0071,0.419,0.637
minnesota,brooklyn park,2014,0.1266,0.395,0.633
minnesota,brooklyn park,2013,0.3829,0.394,0.646
minnesota,brooklyn park,2012,0.3879,0.394,0.66
minnesota,brooklyn park,2011,0.5238,0.437,0.658
minnesota,brooklyn park,2010,0.5503,0.402,0.604
minnesota,brooklyn park,2009,0.8346,0.392,0.606
minnesota,brooklyn park,2008,1.5689,0.374,0.652
minnesota,brooklyn park,2007,1.3042,0.386,0.653
minnesota,minneapolis,2016,0.9118,0.501,0.717
minnesota,minneapolis,2015,0.7256,0.506,0.701
minnesota,minneapolis,2014,0.7912,0.511,0.724
minnesota,minneapolis,2013,0.9843,0.526,0.729
minnesota,minneapolis,2012,0.5638,0.494,0.703
minnesota,minneapolis,2011,1.1153,0.512,0.714
minnesota,minneapolis,2010,1.2186,0.499,0.722
minnesota,minneapolis,2009,0.7432,0.503,0.705
minnesota,minneapolis,2008,1.2122,0.503,0.683
minnesota,plymouth,2016,0.7793,0.434,0.744
minnesota,plymouth,2015,0.2625,0.442,0.742
minnesota,plymouth,2014,0.8018,0.455,0.717
minnesota,plymouth,2013,0.95,0.464,0.736
minnesota,plymouth,2011,1.1248,0.447,0.736
minnesota,plymouth,2010,0.2718,0.441,0.676
minnesota,plymouth,2009,0.2789,0.476,0.769
minnesota,plymouth,2008,0.1414,0.435,0.742
minnesota,plymouth,2007,0.5701,0.451,0.734
minnesota,rochester,2015,0.1777,0.477,0.692
minnesota,rochester,2013,0.3647,0.46,0.711
minnesota,rochester,2012,0.3684,0.414,0.708
minnesota,rochester,2011,1.0224,0.431,0.699
minnesota,rochester,2010,0.4761,0.433,0.706
minnesota,rochester,2009,0.6959,0.433,0.736
minnesota,rochester,2008,0.3052,0.433,0.726
minnesota,rochester,2007,0.2092,0.416,0.703
minnesota,st. cloud,2016,0.7425,0.45,0.762
minnesota,st. cloud,2015,0.4511,0.452,0.733
minnesota,st. cloud,2014,0.7534,0.434,0.752
minnesota,st. cloud,2013,1.2125,0.454,0.744
minnesota,st. cloud,2012,0.3003,0.462,0.727
minnesota,st. cloud,2011,0.1507,0.47,0.744
minnesota,st. cloud,2009,1.3352,0.45,0.704
minnesota,st. cloud,2008,1.0403,0.455,0.708
minnesota,st. cloud,2007,2.8687,0.464,0.726
minnesota,st. paul,2016,0.2961,0.479,0.64
minnesota,st. paul,2015,0.5653,0.47,0.654
minnesota,st. paul,2014,0.5369,0.489,0.64
minnesota,st. paul,2013,1.018,0.485,0.645
minnesota,st. paul,2012,0.2752,0.458,0.648
minnesota,st. paul,2011,0.4172,0.497,0.646
minnesota,st. paul,2010,0.2845,0.477,0.657
minnesota,st. paul,2009,1.0504,0.489,0.646
minnesota,st. paul,2008,0.589,0.455,0.641
minnesota,st. paul,2007,0.0361,0.458,0.63
missouri,columbia,2016,0.5778,0.496,0.781
missouri,columbia,2015,0.3364,0.526,0.777
missouri,columbia,2014,0.0856,0.484,0.775
missouri,columbia,2012,0.0904,0.531,0.797
missouri,columbia,2011,0.551,0.486,0.777
missouri,columbia,2010,0.2901,0.533,0.81
missouri,columbia,2007,0.2163,0.484,0.781
missouri,independence,2016,0.1705,0.459,0.695
missouri,independence,2015,0.255,0.457,0.661
missouri,independence,2014,0.2557,0.423,0.698
missouri,independence,2013,0.1704,0.422,0.692
missouri,independence,2012,0.5109,0.41,0.68
missouri,independence,2011,0.6823,0.41,0.668
missouri,independence,2010,0.3302,0.428,0.6
missouri,independence,2009,0.8154,0.398,0.705
missouri,independence,2008,1.0103,0.409,0.653
missouri,kansas city,2016,0.8989,0.47,0.693
missouri,kansas city,2015,0.8661,0.475,0.684
missouri,kansas city,2014,0.6405,0.482,0.68
missouri,kansas city,2013,1.2245,0.465,0.684
missouri,kansas city,2012,1.0559,0.497,0.671
missouri,kansas city,2011,1.0185,0.476,0.664
missouri,kansas city,2010,1.5729,0.478,0.619
missouri,kansas city,2009,0.2658,0.464,0.7
missouri,kansas city,2008,0.0893,0.471,0.643
missouri,lee's summit,2016,0.1044,0.425,0.692
missouri,lee's summit,2015,0.2118,0.402,0.701
missouri,lee's summit,2014,0.2137,0.376,0.709
missouri,lee's summit,2012,0.5444,0.405,0.704
missouri,lee's summit,2011,0.5453,0.423,0.653
missouri,lee's summit,2010,0.342,0.395,0.731
missouri,lee's summit,2009,0.1185,0.367,0.715
missouri,lee's summit,2008,0.8377,0.368,0.766
missouri,lee's summit,2007,0.865,0.399,0.757
missouri,springfield,2015,0.1798,0.466,0.76
missouri,springfield,2014,0.242,0.474,0.745
missouri,springfield,2013,0.184,0.496,0.726
missouri,springfield,2012,0.0621,0.447,0.729
missouri,springfield,2011,0.0625,0.462,0.742
missouri,springfield,2010,0.8911,0.463,0.741
missouri,springfield,2009,1.6118,0.464,0.74
missouri,springfield,2008,0.9303,0.484,0.712
missouri,springfield,2007,1.1229,0.442,0.726
missouri,st. louis,2016,0.2862,0.531,0.689
missouri,st. louis,2015,0.2523,0.51,0.681
missouri,st. louis,2014,0.1883,0.502,0.675
missouri,st. louis,2013,0.3767,0.503,0.666
missouri,st. louis,2012,0.1883,0.52,0.643
missouri,st. louis,2011,0.2184,0.499,0.653
missouri,st. louis,2010,0.1126,0.487,0.579
missouri,st. louis,2009,0.365,0.48,0.643
missouri,st. louis,2008,0.6031,0.469,0.613
missouri,st. louis,2007,0.2306,0.491,0.601
montana,billings,2016,0.3589,0.429,0.712
montana,billings,2015,0.2727,0.435,0.719
montana,billings,2014,0.4535,0.472,0.683
montana,billings,2013,0.6493,0.462,0.714
montana,billings,2012,0.7521,0.433,0.718
montana,billings,2011,1.1418,0.477,0.721
montana,billings,2010,0.0926,0.421,0.677
montana,billings,2009,0.5814,0.473,0.703
montana,billings,2008,0.0987,0.441,0.707
montana,billings,2007,0.1003,0.435,0.677
nevada,north las vegas,2016,0.1677,0.392,0.58
nevada,north las vegas,2015,0.256,0.394,0.58
nevada,north las vegas,2014,0.0436,0.409,0.579
nevada,north las vegas,2013,0.0886,0.399,0.546
nevada,north las vegas,2012,0.4507,0.404,0.52
nevada,north las vegas,2010,0.2521,0.423,0.467
nevada,north las vegas,2009,0.2189,0.34,0.505
nevada,north las vegas,2008,0.0946,0.364,0.511
nevada,north las vegas,2007,0.1096,0.361,0.571
new jersey,jersey city,2016,0.1503,0.519,0.688
new jersey,jersey city,2015,0.1131,0.52,0.68
new jersey,jersey city,2014,0.1538,0.495,0.685
new jersey,jersey city,2013,0.1946,0.502,0.68
new jersey,jersey city,2011,0.4428,0.469,0.699
