State,City,Type,CrimeType,NumCrimes
California,Fairfield,City,Religion,0.1
California,Folsom,City,Religion,0.3
California,Fontana,City,Religion,0.3
California,Fremont,City,Religion,0.7
California,Fresno,City,Religion,0.6
California,Fullerton,City,Religion,0.1
California,Garden Grove,City,Religion,0.4
California,Glendale,City,Religion,0.7
California,Hawthorne,City,Religion,0.4
California,Hayward,City,Religion,0.9
California,Hemet,City,Religion,0.0
California,Hesperia,City,Religion,0.0
California,Huntington Beach,City,Religion,1.7
California,Indio,City,Religion,0.0
California,Inglewood,City,Religion,0.0
California,Irvine,City,Religion,0.9
California,Jurupa Valley,City,Religion,0.3
California,Laguna Niguel,City,Religion,1.0
California,Lake Elsinore,City,Religion,1.0
California,Lake Forest,City,Religion,0.0
California,Lakewood,City,Religion,0.2
California,Lancaster,City,Religion,0.7
California,Livermore,City,Religion,0.7
California,Lodi,City,Religion,0.0
California,Long Beach,City,Religion,1.9
California,Los Angeles,City,Religion,43.8
California,Lynwood,City,Religion,0.2
California,Manteca,City,Religion,1.0
California,Menifee,City,Religion,0.0
California,Merced,City,Religion,0.0
California,Milpitas,City,Religion,0.0
California,Mission Viejo,City,Religion,0.5
California,Modesto,City,Religion,1.2
California,Moreno Valley,City,Religion,0.3
California,Mountain View,City,Religion,0.3
California,Murrieta,City,Religion,0.3
California,Napa,City,Religion,0.2
California,Newport Beach,City,Religion,1.4
California,Norwalk,City,Religion,0.2
California,Oakland,City,Religion,1.9
California,Oceanside,City,Religion,1.3
California,Ontario,City,Religion,0.3
California,Orange,City,Religion,0.6
California,Oxnard,City,Religion,0.5
California,Palmdale,City,Religion,0.8
California,Palo Alto,City,Religion,1.3
California,Pasadena,City,Religion,1.0
California,Perris,City,Religion,0.3
California,Pittsburg,City,Religion,0.3
California,Pleasanton,City,Religion,0.0
California,Pomona,City,Religion,0.7
California,Rancho Cordova,City,Religion,0.0
California,Rancho Cucamonga,City,Religion,0.0
California,Redding,City,Religion,0.6
California,Redlands,City,Religion,0.5
California,Redondo Beach,City,Religion,0.3
California,Redwood City,City,Religion,0.3
California,Rialto,City,Religion,0.1
California,Richmond,City,Religion,0.1
California,Riverside,City,Religion,2.7
California,Roseville,City,Religion,1.3
California,Sacramento,City,Religion,2.3
California,Salinas,City,Religion,0.2
California,San Bernardino,City,Religion,0.1
California,San Clemente,City,Religion,0.5
California,San Diego,City,Religion,8.2
California,San Francisco,City,Religion,8.5
California,San Jose,City,Religion,5.6
California,San Leandro,City,Religion,0.7
California,San Marcos,City,Religion,0.3
California,San Mateo,City,Religion,0.9
California,San Ramon,City,Religion,0.3
California,Santa Ana,City,Religion,1.1
California,Santa Barbara,City,Religion,0.3
California,Santa Clara,City,Religion,0.0
California,Santa Clarita,City,Religion,1.1
California,Santa Cruz,City,Religion,1.0
California,Santa Maria,City,Religion,0.2
California,Santa Monica,City,Religion,0.8
California,Santa Rosa,City,Religion,0.4
California,Simi Valley,City,Religion,1.7
California,South Gate,City,Religion,0.4
California,South San Francisco,City,Religion,2.0
California,Stockton,City,Religion,0.8
California,Sunnyvale,City,Religion,0.6
California,Temecula,City,Religion,1.0
California,Thousand Oaks,City,Religion,2.4
California,Torrance,City,Religion,0.7
California,Tracy,City,Religion,0.3
California,Turlock,City,Religion,0.2
California,Tustin,City,Religion,0.5
California,Union City,City,Religion,0.1
California,Upland,City,Religion,0.0
California,Vacaville,City,Religion,0.8
California,Vallejo,City,Religion,0.4
California,Victorville,City,Religion,0.1
California,Visalia,City,Religion,0.4
California,Vista,City,Religion,0.7
California,Walnut Creek,City,Religion,2.2
California,West Covina,City,Religion,0.8
California,Westminster,City,Religion,1.4
California,Whittier,City,Religion,0.8
California,Yorba Linda,City,Religion,0.7
California,Yuba City,City,Religion,0.0
California,,State,Religion,192.9
California, ,State,Religion,144.0
Colorado,Arvada,City,Religion,0.3
Colorado,Aurora,City,Religion,1.0
Colorado,Boulder,City,Religion,0.8
Colorado,Broomfield,City,Religion,0.0
Colorado,Centennial,City,Religion,1.6
Colorado,Colorado Springs,City,Religion,2.6
Colorado,Denver,City,Religion,4.3
Colorado,Fort Collins,City,Religion,0.3
Colorado,Greeley,City,Religion,0.3
Colorado,Lakewood,City,Religion,0.3
Colorado,Longmont,City,Religion,0.1
Colorado,Loveland,City,Religion,0.2
Colorado,Pueblo,City,Religion,0.3
Colorado,Thornton,City,Religion,0.7
Colorado,Westminster,City,Religion,0.0
Colorado,,State,Religion,23.2
Connecticut,Bridgeport,City,Religion,0.5
Connecticut,Danbury,City,Religion,0.9
Connecticut,Hartford,City,Religion,0.4
Connecticut,New Britain,City,Religion,0.3
Connecticut,New Haven,City,Religion,1.1
Connecticut,Norwalk,City,Religion,0.5
Connecticut,Stamford,City,Religion,1.2
Connecticut,Waterbury,City,Religion,0.7
Connecticut,,State,Religion,30.0
Delaware,Wilmington,City,Religion,0.4
Delaware,,State,Religion,4.9
District Of Columbia,Washington,City,Religion,5.8
District Of Columbia,,State,Religion,6.3
Florida,Boca Raton,City,Religion,0.9
Florida,Boynton Beach,City,Religion,1.0
Florida,Cape Coral,City,Religion,0.2
Florida,Clearwater,City,Religion,0.0
Florida,Coral Springs,City,Religion,0.6
Florida,Davie,City,Religion,1.2
Florida,Deerfield Beach,City,Religion,0.3
Florida,Delray Beach,City,Religion,0.5
Florida,Fort Lauderdale,City,Religion,0.5
Florida,Fort Myers,City,Religion,0.2
Florida,Gainesville,City,Religion,1.4
Florida,Hialeah,City,Religion,0.5
Florida,Hollywood,City,Religion,0.7
Florida,Homestead,City,Religion,0.5
Florida,Jacksonville,City,Religion,0.6
Florida,Kissimmee,City,Religion,0.0
Florida,Lakeland,City,Religion,0.3
Florida,Largo,City,Religion,0.2
Florida,Melbourne,City,Religion,1.4
Florida,Miami Beach,City,Religion,3.6
Florida,Miami Gardens,City,Religion,0.3
Florida,Miramar,City,Religion,0.0
Florida,Orlando,City,Religion,0.1
Florida,Palm Bay,City,Religion,0.2
Florida,Pembroke Pines,City,Religion,0.7
Florida,Plantation,City,Religion,0.0
Florida,Pompano Beach,City,Religion,0.6
Florida,Port St. Lucie,City,Religion,0.4
Florida,St. Petersburg,City,Religion,1.0
Florida,Sunrise,City,Religion,0.5
Florida,Tallahassee,City,Religion,0.0
Florida,Tamarac,City,Religion,0.0
Florida,Tampa,City,Religion,1.0
Florida,West Palm Beach,City,Religion,0.8
Florida,Weston,City,Religion,0.8
Florida,,State,Religion,23.8
Georgia,Atlanta,City,Religion,0.4
Georgia,Columbus,City,Religion,0.7
Georgia,Warner Robins,City,Religion,0.0
Georgia,,State,Religion,2.7
Idaho,Meridian,City,Religion,1.0
Idaho,Nampa,City,Religion,0.3
Idaho,,State,Religion,6.3
Illinois,Arlington Heights,City,Religion,0.5
Illinois,Aurora,City,Religion,0.3
Illinois,Bloomington,City,Religion,0.3
Illinois,Bolingbrook,City,Religion,1.0
Illinois,Champaign,City,Religion,0.4
Illinois,Chicago,City,Religion,6.3
Illinois,Decatur,City,Religion,0.1
Illinois,Elgin,City,Religion,0.3
Illinois,Evanston,City,Religion,2.0
Illinois,Joliet,City,Religion,0.0
Illinois,Naperville,City,Religion,0.0
Illinois,Palatine,City,Religion,2.0
Illinois,Peoria,City,Religion,0.1
Illinois,Rockford,City,Religion,0.6
Illinois,Schaumburg,City,Religion,0.2
Illinois,Skokie,City,Religion,0.9
Illinois,Springfield,City,Religion,0.1
Illinois,,State,Religion,15.7
Indiana,Bloomington,City,Religion,1.1
Indiana,Evansville,City,Religion,0.0
Indiana,Fishers,City,Religion,0.4
Indiana,Fort Wayne,City,Religion,0.6
Indiana,Hammond,City,Religion,0.0
Indiana,Indianapolis,City,Religion,2.5
Indiana,Lafayette,City,Religion,0.0
Indiana,Muncie,City,Religion,1.0
Indiana,South Bend,City,Religion,0.0
Indiana,,State,Religion,7.8
Iowa,Ames,City,Religion,0.0
Iowa,Cedar Rapids,City,Religion,0.6
Iowa,Davenport,City,Religion,0.3
Iowa,Des Moines,City,Religion,0.1
Iowa,Iowa City,City,Religion,0.0
Iowa,Sioux City,City,Religion,0.0
Iowa,Waterloo,City,Religion,0.0
Iowa,,State,Religion,1.4
Kansas,Kansas City,City,Religion,0.0
Kansas,Lawrence,City,Religion,0.7
Kansas,Overland Park,City,Religion,1.0
Kansas,Shawnee,City,Religion,0.0
Kansas,Topeka,City,Religion,0.3
Kansas,Wichita,City,Religion,1.4
Kansas,,State,Religion,9.7
Kentucky,Bowling Green,City,Religion,2.0
Kentucky,Lexington,City,Religion,3.6
Kentucky,,State,Religion,18.9
Louisiana,Baton Rouge,City,Religion,0.0
Louisiana,Kenner,City,Religion,0.0
Louisiana,New Orleans,City,Religion,0.5
Louisiana,Shreveport,City,Religion,0.0
Louisiana,,State,Religion,3.8
Maine,Portland,City,Religion,2.4
Maine,,State,Religion,8.0
Maryland,Baltimore,City,Religion,0.8
Maryland,Frederick,City,Religion,0.0
Maryland,,State,Religion,19.1
Massachusetts,Boston,City,Religion,18.4
Massachusetts,Brockton,City,Religion,0.3
Massachusetts,Brookline,City,Religion,3.0
Massachusetts,Cambridge,City,Religion,2.5
Massachusetts,Fall River,City,Religion,0.0
Massachusetts,Framingham,City,Religion,0.7
Massachusetts,Lawrence,City,Religion,0.0
Massachusetts,Lowell,City,Religion,0.4
Massachusetts,Lynn,City,Religion,0.8
Massachusetts,New Bedford,City,Religion,0.0
Massachusetts,Newton,City,Religion,1.9
Massachusetts,Quincy,City,Religion,1.3
Massachusetts,Somerville,City,Religion,0.5
Massachusetts,Springfield,City,Religion,0.3
Massachusetts,Worcester,City,Religion,1.6
Massachusetts,,State,Religion,69.8
Michigan,Ann Arbor,City,Religion,2.5
Michigan,Dearborn,City,Religion,3.2
Michigan,Detroit,City,Religion,2.3
Michigan,Farmington Hills,City,Religion,1.1
Michigan,Flint,City,Religion,0.8
Michigan,Grand Rapids,City,Religion,0.6
Michigan,Kalamazoo,City,Religion,0.0
Michigan,Lansing,City,Religion,0.9
Michigan,Livonia,City,Religion,0.7
Michigan,Pontiac,City,Religion,0.0
Michigan,Rochester Hills,City,Religion,0.7
Michigan,Southfield,City,Religion,1.5
Michigan,Sterling Heights,City,Religion,0.0
Michigan,Troy,City,Religion,0.8
Michigan,Warren,City,Religion,1.4
Michigan,Westland,City,Religion,0.4
Michigan,Wyoming,City,Religion,0.2
Michigan,,State,Religion,50.6
Minnesota,Bloomington,City,Religion,0.0
Minnesota,Brooklyn Park,City,Religion,0.3
Minnesota,Duluth,City,Religion,0.0
Minnesota,Eagan,City,Religion,0.8
Minnesota,Maple Grove,City,Religion,1.0
Minnesota,Minneapolis,City,Religion,6.0
Minnesota,Plymouth,City,Religion,1.1
Minnesota,Rochester,City,Religion,0.8
Minnesota,St. Cloud,City,Religion,0.9
Minnesota,St. Paul,City,Religion,2.1
Minnesota,Woodbury,City,Religion,0.0
Minnesota,,State,Religion,18.3
Mississippi,Gulfport,City,Religion,0.0
Mississippi,,State,Religion,0.1
Missouri,Columbia,City,Religion,0.4
Missouri,Independence,City,Religion,0.8
Missouri,Kansas City,City,Religion,5.0
Missouri,Lee'S Summit,City,Religion,0.5
Missouri,O'Fallon,City,Religion,0.0
Missouri,Springfield,City,Religion,1.6
Missouri,St. Charles,City,Religion,0.0
Missouri,St. Joseph,City,Religion,0.2
Missouri,St. Louis,City,Religion,0.7
Missouri,,State,Religion,12.2
Montana,Billings,City,Religion,0.9
Montana,Missoula,City,Religion,0.8
Montana,,State,Religion,5.1
Nebraska,Lincoln,City,Religion,2.5
Nebraska,Omaha,City,Religion,1.4
Nebraska,,State,Religion,3.8
Nevada,Henderson,City,Religion,0.6
Nevada,North Las Vegas,City,Religion,0.5
Nevada,Reno,City,Religion,0.4
Nevada,Sparks,City,Religion,0.0
Nevada,,State,Religion,9.3
New Hampshire,Manchester,City,Religion,0.4
New Hampshire,Nashua,City,Religion,1.0
New Hampshire,,State,Religion,5.8
New Jersey,Bayonne,City,Religion,1.0
New Jersey,Camden,City,Religion,0.3
New Jersey,Clifton,City,Religion,1.2
New Jersey,East Orange,City,Religion,0.8
New Jersey,Elizabeth,City,Religion,0.6
New Jersey,Jersey City,City,Religion,1.3
New Jersey,Newark,City,Religion,0.8
New Jersey,Passaic,City,Religion,1.5
New Jersey,Paterson,City,Religion,0.3
New Jersey,Trenton,City,Religion,0.3
New Jersey,Union City,City,Religion,0.9
New Jersey,,State,Religion,181.9
New Mexico,Albuquerque,City,Religion,2.0
New Mexico,,State,Religion,2.0
New York,Albany,City,Religion,0.7
New York,Buffalo,City,Religion,0.4
New York,Mount Vernon,City,Religion,0.0
New York,New Rochelle,City,Religion,1.5
New York,New York,City,Religion,165.0
New York,Rochester,City,Religion,0.3
New York,Schenectady,City,Religion,0.5
New York,Syracuse,City,Religion,0.0
New York,Yonkers,City,Religion,2.8
New York,,State,Religion,285.9
North Carolina,Asheville,City,Religion,1.1
North Carolina,Cary,City,Religion,0.3
North Carolina,Concord,City,Religion,0.3
North Carolina,Durham,City,Religion,0.5
North Carolina,Fayetteville,City,Religion,0.7
North Carolina,Gastonia,City,Religion,0.3
North Carolina,Greensboro,City,Religion,0.8
North Carolina,Greenville,City,Religion,0.2
North Carolina,High Point,City,Religion,0.0
North Carolina,Jacksonville,City,Religion,0.0
North Carolina,Raleigh,City,Religion,2.3
North Carolina,Wilmington,City,Religion,1.0
North Carolina,Winston-Salem,City,Religion,0.0
North Carolina,,State,Religion,15.1
North Dakota,Bismarck,City,Religion,0.4
North Dakota,Fargo,City,Religion,0.6
North Dakota,,State,Religion,2.1
Ohio,Akron,City,Religion,0.4
Ohio,Canton,City,Religion,0.0
Ohio,Cincinnati,City,Religion,1.3
Ohio,Cleveland,City,Religion,0.2
Ohio,Columbus,City,Religion,5.6
Ohio,Dayton,City,Religion,0.3
Ohio,Lorain,City,Religion,0.3
Ohio,Parma,City,Religion,0.3
Ohio,Toledo,City,Religion,0.0
Ohio,Youngstown,City,Religion,0.2
Ohio,,State,Religion,29.0
Oklahoma,Broken Arrow,City,Religion,0.3
Oklahoma,Edmond,City,Religion,1.1
Oklahoma,Lawton,City,Religion,0.3
Oklahoma,Norman,City,Religion,0.4
Oklahoma,Oklahoma City,City,Religion,1.0
Oklahoma,Tulsa,City,Religion,0.6
Oklahoma,,State,Religion,4.5
Oregon,Beaverton,City,Religion,0.8
Oregon,Bend,City,Religion,0.6
Oregon,Eugene,City,Religion,6.1
Oregon,Gresham,City,Religion,0.5
Oregon,Hillsboro,City,Religion,3.0
Oregon,Medford,City,Religion,0.0
Oregon,Portland,City,Religion,4.7
Oregon,Salem,City,Religion,1.1
Oregon,,State,Religion,19.2
Pennsylvania,Allentown,City,Religion,0.0
Pennsylvania,Bethlehem,City,Religion,0.0
Pennsylvania,Erie,City,Religion,0.0
Pennsylvania,Philadelphia,City,Religion,5.2
Pennsylvania,Pittsburgh,City,Religion,1.1
Pennsylvania,Reading,City,Religion,0.2
Pennsylvania,Scranton,City,Religion,0.7
Pennsylvania,,State,Religion,12.3
Rhode Island,Cranston,City,Religion,0.3
Rhode Island,Pawtucket,City,Religion,0.7
Rhode Island,Providence,City,Religion,2.3
Rhode Island,Warwick,City,Religion,1.0
Rhode Island,,State,Religion,5.7
South Carolina,Charleston,City,Religion,0.1
South Carolina,Columbia,City,Religion,0.8
South Carolina,Greenville,City,Religion,1.0
South Carolina,Mount Pleasant,City,Religion,0.0
South Carolina,North Charleston,City,Religion,0.0
South Carolina,Rock Hill,City,Religion,0.0
South Carolina,,State,Religion,17.5
South Dakota,Rapid City,City,Religion,0.1
South Dakota,Sioux Falls,City,Religion,2.7
South Dakota,,State,Religion,3.6
Tennessee,Chattanooga,City,Religion,1.8
Tennessee,Clarksville,City,Religion,1.3
Tennessee,Franklin,City,Religion,0.3
Tennessee,Jackson,City,Religion,0.7
Tennessee,Johnson City,City,Religion,0.0
Tennessee,Knoxville,City,Religion,0.8
Tennessee,Memphis,City,Religion,2.6
Tennessee,Murfreesboro,City,Religion,0.0
Tennessee,Nashville,City,Religion,1.4
Tennessee,,State,Religion,21.8
Texas,Abilene,City,Religion,0.0
Texas,Allen,City,Religion,0.2
Texas,Amarillo,City,Religion,0.0
Texas,Arlington,City,Religion,0.7
Texas,Austin,City,Religion,1.2
Texas,Baytown,City,Religion,0.5
Texas,Beaumont,City,Religion,0.2
Texas,Bryan,City,Religion,0.0
Texas,Carrollton,City,Religion,0.3
Texas,Cedar Park,City,Religion,0.0
Texas,College Station,City,Religion,0.5
Texas,Conroe,City,Religion,0.0
Texas,Corpus Christi,City,Religion,0.7
Texas,Dallas,City,Religion,2.1
Texas,Denton,City,Religion,0.1
Texas,Edinburg,City,Religion,0.0
Texas,El Paso,City,Religion,0.4
Texas,Flower Mound,City,Religion,0.5
Texas,Fort Worth,City,Religion,1.5
Texas,Frisco,City,Religion,0.3
Texas,Garland,City,Religion,0.8
Texas,Grand Prairie,City,Religion,0.5
Texas,Harlingen,City,Religion,0.0
Texas,Houston,City,Religion,2.4
Texas,Killeen,City,Religion,0.3
Texas,League City,City,Religion,0.3
Texas,Lewisville,City,Religion,0.7
Texas,Longview,City,Religion,0.1
Texas,Lubbock,City,Religion,0.0
Texas,Mcallen,City,Religion,0.0
Texas,Mckinney,City,Religion,0.7
Texas,Midland,City,Religion,0.5
Texas,Missouri City,City,Religion,0.5
Texas,New Braunfels,City,Religion,0.0
Texas,North Richland Hills,City,Religion,1.0
Texas,Odessa,City,Religion,0.4
Texas,Pasadena,City,Religion,0.0
Texas,Pearland,City,Religion,0.1
Texas,Plano,City,Religion,0.7
Texas,Richardson,City,Religion,0.7
Texas,Round Rock,City,Religion,0.4
Texas,San Angelo,City,Religion,0.2
Texas,San Antonio,City,Religion,1.5
Texas,Sugar Land,City,Religion,0.0
Texas,Temple,City,Religion,0.0
Texas,Tyler,City,Religion,0.4
Texas,Victoria,City,Religion,0.5
Texas,Waco,City,Religion,1.0
Texas,Wichita Falls,City,Religion,0.7
Texas,,State,Religion,19.9
Utah,Layton,City,Religion,1.4
Utah,Ogden,City,Religion,1.0
Utah,Orem,City,Religion,0.0
Utah,Provo,City,Religion,0.5
Utah,Salt Lake City,City,Religion,0.8
Utah,Sandy,City,Religion,0.5
Utah,South Jordan,City,Religion,1.0
Utah,St. George,City,Religion,0.2
Utah,West Jordan,City,Religion,0.6
Utah,,State,Religion,13.8
Vermont,,State,Religion,2.8
Virginia,Alexandria,City,Religion,0.9
Virginia,Chesapeake,City,Religion,0.5
Virginia,Hampton,City,Religion,0.2
Virginia,Lynchburg,City,Religion,0.3
Virginia,Newport News,City,Religion,1.2
Virginia,Norfolk,City,Religion,1.2
Virginia,Portsmouth,City,Religion,0.3
Virginia,Richmond,City,Religion,1.1
Virginia,Roanoke,City,Religion,0.0
Virginia,Suffolk,City,Religion,0.1
Virginia,Virginia Beach,City,Religion,2.8
Virginia,,State,Religion,31.2
Washington,Auburn,City,Religion,0.7
Washington,Bellevue,City,Religion,2.8
Washington,Bellingham,City,Religion,0.4
Washington,Everett,City,Religion,0.3
Washington,Federal Way,City,Religion,1.1
Washington,Kennewick,City,Religion,0.0
Washington,Kent,City,Religion,1.1
Washington,Kirkland,City,Religion,0.7
Washington,Marysville,City,Religion,1.0
Washington,Pasco,City,Religion,0.0
Washington,Renton,City,Religion,2.0
Washington,Seattle,City,Religion,9.2
Washington,Spokane,City,Religion,1.3
Washington,Spokane Valley,City,Religion,0.8
Washington,Tacoma,City,Religion,1.1
Washington,Vancouver,City,Religion,0.4
Washington,Yakima,City,Religion,0.8
Washington,,State,Religion,42.3
West Virginia,,State,Religion,2.4
Wisconsin,Appleton,City,Religion,0.4
Wisconsin,Eau Claire,City,Religion,0.0
Wisconsin,Green Bay,City,Religion,0.0
Wisconsin,Kenosha,City,Religion,0.0
Wisconsin,Madison,City,Religion,1.6
Wisconsin,Milwaukee,City,Religion,2.0
Wisconsin,Waukesha,City,Religion,0.0
Wisconsin,,State,Religion,8.9
Wyoming,,State,Religion,0.7
Alabama,Birmingham,City,Orientation,1.5
Alabama,Hoover,City,Orientation,0.4
Alabama,Mobile,City,Orientation,0.0
Alabama,Montgomery,City,Orientation,0.0
Alabama,Tuscaloosa,City,Orientation,0.3
Alabama,,State,Orientation,1.5
Alaska,Anchorage,City,Orientation,0.8
Alaska,,State,Orientation,1.0
Alaska, ,State,Orientation,0.0
Arizona,Avondale,City,Orientation,0.1
Arizona,Chandler,City,Orientation,0.1
Arizona,Flagstaff,City,Orientation,1.3
Arizona,Gilbert,City,Orientation,0.2
Arizona,Glendale,City,Orientation,1.0
Arizona,Goodyear,City,Orientation,1.0
Arizona,Mesa,City,Orientation,0.9
Arizona,Peoria,City,Orientation,0.0
Arizona,Phoenix,City,Orientation,27.9
Arizona,Scottsdale,City,Orientation,0.8
Arizona,Surprise,City,Orientation,0.5
Arizona,Tempe,City,Orientation,1.5
Arizona,Tucson,City,Orientation,3.3
Arizona,Yuma,City,Orientation,0.6
Arizona,,State,Orientation,40.4
Arizona, ,State,Orientation,53.0
Arkansas,Fayetteville,City,Orientation,0.7
Arkansas,Fort Smith,City,Orientation,0.8
Arkansas,Jonesboro,City,Orientation,0.0
Arkansas,Little Rock,City,Orientation,0.0
Arkansas,North Little Rock,City,Orientation,0.0
Arkansas,Springdale,City,Orientation,0.3
Arkansas,,State,Orientation,7.4
California,Alameda,City,Orientation,0.4
California,Alhambra,City,Orientation,0.1
California,Anaheim,City,Orientation,0.9
California,Antioch,City,Orientation,0.5
California,Apple Valley,City,Orientation,0.0
California,Bakersfield,City,Orientation,1.4
California,Baldwin Park,City,Orientation,0.6
California,Bellflower,City,Orientation,0.3
California,Berkeley,City,Orientation,1.9
California,Buena Park,City,Orientation,0.3
California,Burbank,City,Orientation,0.7
California,Camarillo,City,Orientation,0.3
California,Carlsbad,City,Orientation,0.8
California,Carson,City,Orientation,0.0
California,Chico,City,Orientation,0.7
California,Chino,City,Orientation,1.0
California,Chino Hills,City,Orientation,0.0
California,Chula Vista,City,Orientation,1.1
California,Citrus Heights,City,Orientation,0.5
California,Clovis,City,Orientation,0.6
California,Compton,City,Orientation,0.3
California,Concord,City,Orientation,1.7
California,Corona,City,Orientation,0.7
California,Costa Mesa,City,Orientation,0.9
California,Daly City,City,Orientation,0.8
California,Davis,City,Orientation,1.8
California,Downey,City,Orientation,0.2
California,El Cajon,City,Orientation,0.6
California,El Monte,City,Orientation,0.5
California,Elk Grove,City,Orientation,0.3
